id,cpu_per_max,cpu_per_av,cpu_mem_max,cpu_mem_av,gpu_mem_max,gpu_mem_av,gpu_per_max,gpu_per_ave,generation_throughput,prompt_eval_throughput
complex_71,360.48465266558117,309.541110780219,1040.87890625,1011.9608114919355,2109.578125,1875.1895161290322,81.2,7.0774193548387085,2.69,8.64
complex_72,355.6379821958452,297.78467875310366,1041.3828125,1007.9921875,2109.578125,1793.5949074074074,75.8,10.262962962962964,2.63,8.17
complex_73,361.89903846153794,308.98754558377766,1041.796875,1004.750625,580.078125,563.81625,32.8,4.12,2.71,4.14
complex_74,369.43094080641237,330.10920271842497,1041.94921875,1015.9142857142857,580.078125,568.6910714285714,39.6,1.7114285714285713,2.68,4.14
complex_75,339.2797319933112,260.8521937037768,1040.4375,964.1246744791666,580.078125,545.8658854166666,34.2,2.85,2.73,4.16
complex_76,369.0223792697287,327.8706665790957,1040.86328125,1013.9562150186567,580.078125,568.1812033582089,2.2,0.15223880597014924,2.71,4.14
complex_77,354.8831385642733,298.5235460287647,1041.4140625,1004.75341796875,2109.578125,1807.326171875,83.6,10.104166666666666,2.72,8.47
complex_78,360.98935504070585,310.9439459217123,1041.2890625,1013.61328125,2109.578125,1843.21728515625,66.5,11.218749999999998,2.68,7.9
complex_79,368.61937003238864,328.28676039156676,1040.95703125,1014.5079273897059,580.078125,568.3561580882352,28.9,1.0882352941176467,2.69,4.12
complex_08,361.1510791366877,311.7200921397474,1041.0703125,1013.85986328125,2109.578125,1843.46728515625,99.7,6.665625,2.64,7.85
complex_80,369.23076923076604,328.2730848158095,1043.2734375,1016.9674862132352,580.078125,568.4738051470588,2.3,0.1323529411764706,2.7,4.18
complex_81,361.88599151000085,313.3901118719751,1042.671875,1015.9211647727273,2109.578125,1851.410037878788,94.8,8.893939393939394,2.6,9.15
complex_82,293.8131313131286,211.97916013342507,1040.62109375,928.2392578125,2109.578125,1043.134765625,91.1,37.525000000000006,2.67,8.15
complex_83,365.3822055137836,324.0825357743482,1041.8515625,1016.0693359375,2109.578125,1844.46728515625,99.7,7.84375,2.68,9.35
complex_84,350.07511266901497,289.1538599084926,1040.9453125,997.179296875,2109.578125,1747.07578125,63.0,7.135,2.72,8.71
complex_85,361.06416275429535,311.5447986931202,1041.125,1013.25244140625,2109.578125,1843.21728515625,57.6,5.825000000000001,2.69,8.09
complex_86,368.71604232198763,327.248575193261,1042.05859375,1015.79140625,580.078125,568.5767857142857,46.1,1.5485714285714285,2.7,4.19
complex_87,368.86403766922194,329.138438433958,1041.83203125,1004.6154891304348,580.078125,563.8007246376811,50.7,4.985507246376811,2.71,4.13
complex_88,367.6881067961161,325.0993962778393,1041.046875,1013.693418560606,580.078125,567.8797348484849,39.5,1.196969696969697,2.72,4.13
complex_89,360.63829787234005,308.3227315469128,1042.94140625,1014.4684399801587,2109.578125,1838.9893353174602,93.1,7.885714285714285,2.69,8.31
complex_09,355.93314763230654,295.947836383324,1041.5234375,991.0575086805555,580.078125,557.9366319444445,28.1,1.5611111111111111,2.73,4.12
complex_90,369.0223792697287,328.59815037953973,1041.1484375,1014.9595588235294,580.078125,568.4738051470588,40.7,1.6735294117647057,2.66,4.09
complex_91,347.5450901803601,284.50670585905334,1041.33203125,996.863671875,2109.578125,1683.40078125,91.8,19.815000000000005,2.69,9.28
complex_92,369.4046937607369,329.61420211079303,1041.7578125,1015.5498883928572,580.078125,568.5767857142857,66.3,2.5257142857142854,2.7,4.16
complex_93,361.1632270168802,311.91019552680484,1041.60546875,1014.097412109375,2109.578125,1843.21728515625,69.1,8.112500000000002,2.7,8.72
complex_94,356.7053854276739,294.8181320586872,1041.27734375,991.8577913851351,580.078125,557.886402027027,46.7,2.5243243243243243,2.74,4.17
complex_95,340.8368200836872,263.0379071662648,1041.05859375,964.0260416666666,580.078125,545.8658854166666,35.7,2.975,2.75,4.14
complex_96,312.2736418510906,231.0232921651121,1040.67578125,951.792578125,2109.578125,1257.2234375,57.5,21.160000000000004,2.72,8.01
complex_97,359.82478097621987,308.0348461699523,1041.46875,1013.5264892578125,2109.578125,1843.09228515625,99.7,18.134375000000002,2.68,8.73
complex_98,356.2674094707377,293.63683906667046,1041.75390625,989.5213169642857,580.078125,557.3040178571429,34.3,1.9599999999999997,2.72,4.15
complex_99,336.2541806020108,266.83662918584963,1041.16796875,982.58125,2109.578125,1541.875,99.7,25.92,2.73,7.58
contextual_00,362.0329181494659,321.8493494208455,1074.3828125,1052.8678819444444,2428.078125,1678.7770833333334,99.7,17.39777777777778,2.17,19.4
contextual_01,362.2943530458017,323.1498884075173,1074.0703125,1052.7758680555555,2427.578125,1682.8104166666667,99.7,11.777777777777779,2.16,19.5
contextual_10,362.71676300577656,324.34067617261604,1073.38671875,1052.1388020833333,2420.328125,1682.7826388888889,99.7,13.108888888888892,2.16,19.32
contextual_11,359.1508052708677,317.10860409139053,1081.8125,1057.8557545731708,2489.328125,1576.1806402439024,99.7,11.45365853658537,2.09,20.11
contextual_12,347.571375602518,300.49519360916867,1078.8046875,1043.195601851852,2464.828125,1144.4282407407406,99.7,19.514814814814812,2.13,19.98
contextual_13,364.10623084779843,327.2254636522514,1081.578125,1061.450306056701,2484.328125,1714.0384987113403,99.7,33.641237113402056,2.06,19.88
contextual_14,364.75088269910077,328.63955329777565,1087.3203125,1067.821231617647,2537.078125,1730.6948529411766,99.7,13.2921568627451,2.03,20.27
contextual_15,363.265306122449,324.26598008833855,1081.8359375,1061.7918526785713,2490.078125,1725.7608418367347,30.6,6.591836734693875,2.04,20.05
contextual_16,351.6688918558073,305.82778299187726,1078.19140625,1045.3195842161017,2460.578125,1254.0087394067796,99.7,17.816949152542378,2.16,19.97
contextual_17,350.74289405684715,304.48144157749766,1088.92578125,1056.5464969758063,2536.328125,1210.133064516129,99.7,24.56129032258065,2.03,20.42
contextual_18,363.4447519693402,326.2653043987246,1077.68359375,1057.1043051861702,2458.078125,1683.162234042553,99.7,10.9468085106383,2.12,19.46
contextual_19,357.3374096720444,314.63818273835415,1075.25390625,1048.469509548611,2438.078125,1502.674045138889,99.7,16.516666666666666,2.1,19.78
contextual_02,363.4312473392897,324.979949822826,1076.73046875,1056.0171210106382,2452.578125,1697.8643617021276,99.7,12.872340425531915,2.11,19.53
contextual_20,357.91634590710566,314.1968930584818,1073.31640625,1048.5226362179487,2426.078125,1562.371794871795,99.7,18.125641025641023,2.15,19.5
contextual_21,356.5217391304344,313.8219969605016,1074.3046875,1046.8739955357144,2438.078125,1446.0625,99.7,15.35428571428572,2.15,19.57
contextual_22,364.12821559820657,327.08024292904526,1080.57421875,1060.5080943943299,2485.078125,1714.5307667525774,99.7,16.98350515463918,2.07,19.9
contextual_23,346.29080118694316,297.0311154735302,1078.4609375,1042.1588541666667,2466.328125,1089.3449074074074,99.7,21.27037037037037,2.1,19.88
contextual_24,362.5680087051157,322.10821934163215,1074.5703125,1053.4288383152175,2432.328125,1697.9575407608695,99.7,20.46739130434784,2.12,19.59
contextual_25,363.6938775510204,324.8822768276715,1081.78515625,1061.3648115335052,2487.828125,1716.3220038659795,96.5,14.284536082474226,2.08,19.9
contextual_26,361.6416552978588,323.1812678991972,1081.625,1059.4740767045455,2484.328125,1635.258877840909,99.7,43.05681818181815,2.1,19.84
contextual_27,358.4935475375272,317.20609775519847,1077.4296875,1052.0717516447369,2451.078125,1523.2216282894738,99.7,16.1921052631579,2.15,19.69
contextual_28,363.440626359283,325.2397861654817,1074.84375,1053.9561820652175,2438.078125,1706.022758152174,99.7,13.047826086956523,2.14,19.71
contextual_29,346.3818321785926,299.6419144404345,1077.03125,1039.7974759615386,2450.328125,1087.4224759615386,99.7,23.83461538461539,2.19,19.36
contextual_03,349.0883089024036,303.94374416050823,1079.92578125,1045.289341517857,2467.578125,1161.978236607143,99.7,17.414285714285715,2.13,19.93
contextual_30,364.8223764801925,327.37311713404034,1083.01171875,1062.8444346005156,2502.578125,1704.7008698453608,39.0,12.327835051546387,2.08,20.58
contextual_31,347.23767148683396,299.2605111956447,1084.59375,1048.0962094907406,2491.578125,1064.5208333333333,35.9,10.625925925925925,2.15,20.09
contextual_32,363.17215506461355,323.84044177745074,1078.375,1057.3252467105262,2464.828125,1714.0324013157895,99.7,10.722105263157895,2.07,20.0
contextual_33,362.3314484558538,323.5638912362031,1075.15234375,1054.0889945652175,2435.078125,1699.8923233695652,99.7,16.456521739130437,2.12,19.78
contextual_34,353.7295330503382,308.2532350934689,1083.0703125,1053.124053030303,2503.328125,1316.3645833333333,99.7,24.17272727272728,2.1,20.12
contextual_35,364.02613311556064,326.728720209121,1082.734375,1062.4634342783504,2479.828125,1710.9714884020618,99.7,29.921649484536076,2.05,19.66
contextual_36,362.54689453939466,323.27906259093055,1082.1640625,1061.8353678385417,2490.828125,1710.2438151041667,99.7,33.36666666666667,2.1,20.1
contextual_37,360.84940200147025,322.2260574153678,1085.8984375,1061.889767530488,2520.578125,1565.997713414634,99.7,20.10731707317073,2.07,20.41
contextual_38,354.63121783876943,309.4553619028252,1082.765625,1054.3021205357143,2491.578125,1420.705357142857,99.7,31.377142857142857,2.09,20.2
contextual_39,347.03484062267734,299.11811971433315,1077.55859375,1041.5716145833333,2463.328125,1143.3726851851852,99.7,13.76296296296296,2.15,19.96
contextual_04,357.3788248036886,315.6595797623461,1078.47265625,1051.0629222972973,2447.078125,1490.6714527027027,99.7,15.905405405405402,2.12,19.55
contextual_40,362.8911138923616,322.5943629777717,1078.9765625,1057.8824013157894,2464.078125,1681.9087171052631,99.7,13.938947368421049,2.11,19.57
contextual_41,349.7854077253214,304.7191225096678,1082.4296875,1047.4794921875,2492.328125,1160.18359375,99.7,29.107142857142865,2.09,20.29
contextual_42,362.6550598476619,323.3857141847864,1078.78515625,1057.4667119565217,2449.578125,1679.3271059782608,99.7,12.341304347826087,2.12,19.74
contextual_43,361.90584489424396,323.4729086067505,1086.33984375,1063.6497395833333,2524.578125,1583.9678520114942,99.7,13.747126436781612,2.04,20.14
contextual_44,364.39376309053387,325.09199905020006,1070.78515625,1048.5763989825582,2207.578125,1592.8677325581396,99.7,10.911627906976742,2.16,20.33
contextual_45,353.82049727107807,307.5753568554983,1073.91015625,1044.4949100378788,2432.328125,1408.78125,99.7,24.18484848484849,2.17,19.59
contextual_46,362.8775510204082,324.1247211577822,1083.75390625,1055.0724468427834,2485.078125,1710.9220360824743,99.7,20.46185567010309,2.09,19.84
contextual_47,363.2231404958712,324.173512353118,1073.734375,1052.61667239011,2433.078125,1694.7144574175825,99.7,20.232967032967036,2.14,19.61
contextual_48,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1
contextual_49,363.22701688555156,323.739976806924,1079.65234375,1052.6743832236841,2453.328125,1702.6213815789474,99.7,10.541052631578948,2.08,19.45
contextual_05,361.9706320493669,321.9341832294154,1077.09765625,1056.3671043882978,2456.078125,1700.2367021276596,99.7,11.531914893617019,2.12,19.6
contextual_50,363.7765735723251,325.9424280409812,1081.328125,1061.004638671875,2483.578125,1705.4417317708333,99.7,14.485416666666666,2.09,19.84
contextual_51,362.5489343192727,322.7666692380231,1074.09375,1053.0849184782608,2437.078125,1678.4575407608695,99.7,11.182608695652176,2.11,19.55
contextual_52,362.64955405699885,322.88282098243866,1074.33203125,1053.3025645380435,2436.328125,1700.8705842391305,99.7,12.654347826086957,2.12,19.67
contextual_53,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1
contextual_54,359.0143937545762,316.4321647857146,1078.44140625,1054.5619283536585,2471.078125,1562.345274390244,99.7,17.84146341463416,2.1,20.06
contextual_55,346.22786759046005,298.7487681205094,1081.41015625,1043.584735576923,2493.578125,1010.9417067307693,85.9,20.57692307692307,2.11,20.14
contextual_56,361.03431839847445,320.7296023433566,1080.07421875,1056.9368489583333,2459.578125,1612.4341517857142,99.7,15.461904761904764,2.14,19.85
contextual_57,352.59537210756207,307.5258631962063,1085.5703125,1054.0863095238096,2522.828125,1239.6599702380952,99.7,15.890476190476187,2.0,20.31
contextual_58,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1
contextual_59,364.1308878699422,327.69064746325955,1087.5859375,1067.1099446614583,2521.328125,1679.9573567708333,99.7,11.877083333333333,2.07,20.27
contextual_06,351.6182849516153,305.82280208657477,1077.25,1044.487155720339,2457.578125,1259.0850105932204,99.7,20.44406779661017,2.14,19.92
contextual_60,360.9140518417498,321.59185411249985,1081.515625,1059.1998401988637,2486.578125,1636.6566051136363,26.0,0.640909090909091,2.1,19.86
contextual_61,358.75865606565986,317.3740464154509,1084.44140625,1058.9455661525974,2481.078125,1516.9730113636363,99.7,16.71428571428572,2.08,19.89
contextual_62,362.0281946339281,322.89884706974203,1074.109375,1052.5966796875,2427.578125,1665.883877840909,99.7,21.827272727272728,2.14,19.6
contextual_63,363.07658833768465,324.27803070746916,1074.38671875,1053.3741508152175,2434.328125,1699.305366847826,99.7,12.830434782608696,2.1,19.53
contextual_64,362.4193907049123,322.7630710908553,1073.21484375,1051.6077256944445,2424.578125,1676.454861111111,99.7,16.317777777777778,2.16,19.29
contextual_65,362.3832814584222,322.8525789254129,1074.15234375,1052.703125,2426.078125,1677.6215277777778,99.7,17.488888888888905,2.15,19.41
contextual_66,358.7190392794573,316.30750389724864,1073.1328125,1049.102734375,2418.078125,1579.089453125,99.7,12.7025,2.16,19.17
contextual_67,362.35508070016095,323.13812447315064,1078.07421875,1056.032137784091,2458.828125,1654.577059659091,99.7,13.854545454545457,2.12,19.92
contextual_68,361.70311772918006,322.8031447224195,1076.92578125,1054.562863372093,2456.828125,1634.7921511627908,99.7,11.904651162790701,2.14,19.55
contextual_69,362.45210727969686,322.35740021464284,1077.97265625,1057.1496010638298,2466.328125,1679.8803191489362,99.7,9.300000000000004,2.11,19.89
contextual_07,352.8359114346348,305.94045079674436,1076.8046875,1046.9489820075758,2435.078125,1409.910037878788,99.7,14.724242424242423,2.14,19.64
contextual_70,362.3388172521155,323.22057555926835,1073.0859375,1051.7934895833334,2421.078125,1678.4881944444444,99.7,18.251111111111115,2.14,19.2
contextual_71,357.7586206896458,315.05598146769023,1073.63671875,1046.986545138889,2418.828125,1532.146267361111,99.7,19.761111111111113,2.17,19.48
contextual_72,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1
contextual_73,358.3446037327626,318.18877936941726,1078.57421875,1052.5936444256756,2468.328125,1468.0160472972973,99.7,13.724324324324328,2.08,19.85
contextual_74,346.1449498843417,297.37359723250745,1077.00390625,1039.4899662990197,2457.578125,1063.6743259803923,99.7,24.1686274509804,2.1,19.79
contextual_75,362.5585355470447,322.79774296613067,1078.59765625,1057.530668218085,2465.578125,1684.029255319149,99.7,13.6063829787234,2.11,19.93
contextual_76,363.4815918280502,325.8250883465651,1078.90625,1058.2651263297873,2467.578125,1689.688829787234,99.7,10.427659574468088,2.12,19.91
contextual_77,363.14668937620263,323.73488790651066,1079.15234375,1058.2890204973119,2455.328125,1691.617439516129,99.7,15.460215053763443,2.12,19.8
contextual_78,362.50521050438016,322.7954312135756,1078.29296875,1049.2064555921052,2459.578125,1675.5240131578948,99.7,12.058947368421054,2.13,19.42
contextual_79,357.3863636363721,315.5137183655001,1081.09375,1054.7212837837837,2481.828125,1473.299831081081,99.7,8.964864864864868,2.07,19.88
contextual_08,363.6098374322668,325.66851845689564,1077.87890625,1057.4488075657894,2464.828125,1687.2692434210526,99.7,11.134736842105266,2.09,19.77
contextual_80,349.4635193133156,303.57952445140893,1078.73046875,1036.197372159091,2468.328125,1124.2164772727272,99.7,19.334545454545456,2.13,19.9
contextual_81,362.6302626094102,324.3290664888293,1081.30859375,1060.541015625,2485.828125,1706.8271484375,99.7,26.189583333333328,2.08,20.0
contextual_82,363.15789473684555,324.9060338523879,1076.421875,1055.5409307065217,2450.328125,1680.0771059782608,99.7,13.923913043478263,2.15,19.47
contextual_83,355.963302752282,312.11144971062936,1077.515625,1050.5581597222222,2464.078125,1473.7782118055557,99.7,12.091666666666669,2.08,19.88
contextual_84,352.4241476384182,305.1984447794546,1077.51171875,1047.08349609375,2462.578125,1349.11572265625,99.7,17.81250000000001,2.07,19.88
contextual_85,363.2193494578744,324.0745884105633,1080.3671875,1059.7559210526315,2463.328125,1690.9324013157895,99.7,12.223157894736843,2.08,19.72
contextual_86,346.51335311573825,300.59977862687043,1077.77734375,1026.0208579009434,2465.578125,1073.433962264151,99.7,16.003773584905666,2.15,19.85
contextual_87,363.37518620983354,325.4408989472255,1078.59765625,1057.8321974734042,2464.828125,1683.7898936170213,99.7,12.219148936170217,2.12,19.78
contextual_88,363.5870698644504,326.2129198107258,1080.953125,1060.5125325520833,2483.578125,1705.4417317708333,99.7,39.48333333333331,2.1,19.83
contextual_89,356.8491247568791,313.43032172356936,1082.93359375,1055.496310763889,2498.828125,1425.3823784722222,47.2,17.40555555555555,2.05,20.46
contextual_09,363.25552313463584,325.1439468946775,1081.6171875,1061.056396484375,2486.578125,1707.4000651041667,99.7,33.79166666666665,2.1,20.04
contextual_90,363.6761944502377,325.1257428181213,1078.9453125,1058.3871710526316,2470.328125,1686.2955592105263,99.7,10.520000000000001,2.1,19.92
contextual_91,352.8359114346446,306.5291803883903,1078.109375,1048.2367424242425,2467.578125,1340.4251893939395,99.7,17.5060606060606,2.09,19.87
contextual_92,353.33737864076653,308.21732324572486,1086.6875,1056.2827888257575,2534.828125,1289.7054924242425,99.7,22.309090909090912,2.04,20.42
contextual_93,361.0727056019164,321.0265485941166,1079.06640625,1056.0454799107142,2471.828125,1584.6246279761904,99.7,14.940476190476193,2.08,19.84
contextual_94,363.22314049585685,325.1073682794714,1079.7265625,1058.5751528532608,2457.578125,1688.8923233695652,99.7,16.180434782608696,2.13,19.76
contextual_95,345.9938366718144,299.25001901447,1078.51171875,1040.9254807692307,2464.828125,1052.7974759615386,99.7,15.957692307692314,2.18,19.8
contextual_96,347.9421579532899,299.90106061081485,1072.62109375,1037.0873842592594,2419.578125,1198.039351851852,81.6,20.05925925925926,2.14,19.48
contextual_97,361.97783461210514,320.4331532934527,1079.01171875,1048.5871135752689,2450.328125,1677.153561827957,99.7,15.094623655913981,2.14,19.64
contextual_98,362.79699874948227,324.8270535489179,1078.36328125,1057.8288240131578,2464.078125,1691.4297697368422,99.7,9.513684210526318,2.09,19.81
contextual_99,361.7877337973066,320.932319898031,1078.30078125,1057.220023777174,2464.078125,1666.234714673913,99.7,10.689130434782609,2.11,19.81
conversational_00,348.68735083531004,286.4062117883676,1041.99609375,999.5509672619048,2109.578125,1703.6949404761904,92.6,11.814285714285713,2.68,9.93
conversational_01,347.7533460803047,283.7130554272449,1040.81640625,998.1363467261905,2109.578125,1703.313988095238,97.4,14.438095238095238,2.65,7.69
conversational_10,349.2843511450527,288.70041342523257,1041.3046875,999.1620163690476,2109.578125,1703.8854166666667,99.7,13.123809523809525,2.7,9.25
conversational_11,348.11275680840413,284.09696678167785,1041.66015625,999.1311383928571,2109.578125,1703.6949404761904,78.0,8.233333333333334,2.67,8.98
conversational_12,348.9526411657409,286.68215795802894,1042.2421875,1001.5065696022727,2109.578125,1664.4396306818182,34.6,5.122727272727273,2.67,10.57
conversational_13,301.2331838564998,218.31827581744008,1043.84375,943.8098958333334,2109.578125,1162.0729166666667,99.7,35.20000000000001,2.66,9.21
conversational_14,347.30052556142044,282.68542589687473,1042.91015625,1000.5704985119048,2109.578125,1703.5044642857142,83.0,9.995238095238097,2.69,8.65
conversational_15,346.8988549618465,282.49928417227943,1042.18359375,999.5282738095239,2109.578125,1703.6949404761904,74.9,14.595238095238095,2.68,9.42
conversational_16,346.7557251908241,282.1974756147488,1041.84375,998.8565848214286,2109.578125,1703.313988095238,99.7,13.938095238095238,2.69,8.49
conversational_17,349.04397705544807,287.46367889573503,1041.23046875,998.58984375,2109.578125,1703.5044642857142,55.3,7.304761904761904,2.67,9.69
conversational_18,349.0458015267321,288.1503855996959,1040.91796875,999.053943452381,2109.578125,1704.075892857143,94.4,14.557142857142853,2.69,9.13
conversational_19,349.37917860553114,289.0935252304424,1041.8828125,999.8098958333334,2109.578125,1703.8854166666667,63.1,9.919047619047618,2.68,9.33
conversational_02,348.23473282444195,284.57817598865995,1040.609375,998.1614583333334,2109.578125,1703.6949404761904,90.0,16.633333333333333,2.68,8.53
conversational_20,346.11349546972946,283.7547599751582,1041.1484375,998.5667782738095,2109.578125,1703.6949404761904,99.7,18.542857142857148,2.65,8.44
conversational_21,347.6827520305733,283.78484041693673,1041.40234375,998.5325520833334,2109.578125,1703.313988095238,51.3,13.361904761904762,2.64,9.28
conversational_22,348.5918854415456,288.15932238620303,1044.1875,1001.8152901785714,2109.578125,1703.8854166666667,92.5,12.59047619047619,2.65,9.81
conversational_23,335.719063545175,265.38093143894076,1042.0,982.8296875,2109.578125,1541.6083333333333,69.8,5.619999999999999,2.7,9.12
conversational_24,347.8987583572026,284.6906256653118,1041.80859375,999.7366071428571,2109.578125,1703.6949404761904,99.7,16.11904761904762,2.68,9.3
conversational_25,347.9216435738126,284.870130108296,1042.08203125,999.2877604166666,2109.578125,1703.5044642857142,99.7,14.847619047619052,2.65,9.31
conversational_26,348.74715261960733,286.68186958812527,1044.140625,1003.0101207386364,2109.578125,1721.9623579545455,99.7,14.181818181818182,2.59,10.05
conversational_27,346.51051625238887,281.2351066396929,1042.1328125,998.7289806547619,2109.578125,1703.123511904762,47.7,11.057142857142859,2.65,9.75
conversational_28,347.37595419845763,283.2484495986195,1040.8125,998.1439732142857,2109.578125,1703.5044642857142,77.8,13.285714285714286,2.68,8.82
conversational_29,349.7948016415822,288.4279943237436,1041.81640625,995.73828125,2109.578125,1656.5283430232557,85.7,8.64186046511628,2.67,10.32
conversational_03,350.4783599088722,289.97354025482923,1042.53515625,988.7140261627907,2109.578125,1656.9004360465117,52.9,6.84186046511628,2.67,10.53
conversational_30,347.49403341290594,284.58461203291154,1041.37890625,999.0106026785714,2109.578125,1703.6949404761904,99.7,12.538095238095238,2.68,8.21
conversational_31,347.70773638967637,283.46764288893655,1041.80859375,998.8387276785714,2109.578125,1703.5044642857142,99.7,15.338095238095242,2.69,9.46
conversational_32,348.185291308492,285.85165860176664,1041.94921875,999.4897693452381,2109.578125,1703.6949404761904,99.7,9.685714285714285,2.7,8.77
conversational_33,350.0911577028178,287.8668695878257,1042.7109375,1001.2465479651163,2109.578125,1664.4829215116279,99.7,13.281395348837213,2.66,10.38
conversational_34,348.73508353223775,287.0778020796527,1043.23828125,1001.1142113095239,2109.578125,1703.8854166666667,77.2,10.695238095238098,2.63,8.07
conversational_35,348.8772097467701,286.41212934870225,1040.7578125,998.2025669642857,2109.578125,1703.5044642857142,56.7,9.328571428571427,2.63,8.71
conversational_36,350.28625954196895,289.24430868241427,1041.875,999.7170758928571,2109.578125,1703.8854166666667,54.6,6.60952380952381,2.71,9.86
conversational_37,349.0205446727137,286.2442602863514,1042.78515625,1000.0366443452381,2109.578125,1703.5044642857142,68.7,7.67142857142857,2.71,8.57
conversational_38,348.80725190841144,286.3229293669841,1043.51953125,1001.0262276785714,2109.578125,1703.8854166666667,99.7,12.457142857142856,2.68,9.99
conversational_39,348.68735083531004,283.46764521725345,1041.21484375,998.0704077743902,2109.578125,1693.795350609756,74.5,8.278048780487804,2.7,8.47
conversational_04,346.9465648854805,282.906196586528,1042.40234375,999.514880952381,2109.578125,1653.5044642857142,80.7,6.480952380952381,2.69,9.8
conversational_40,348.52099236639646,285.70426716337164,1042.07421875,999.9341517857143,2109.578125,1703.8854166666667,99.7,18.147619047619045,2.69,9.7
conversational_41,349.4760820045732,286.64923524616404,1042.80859375,1001.71875,2113.578125,1668.0759943181818,77.8,11.981818181818182,2.65,11.2
conversational_42,350.09560229445384,289.0721494986516,1041.828125,1000.1504836309524,2109.578125,1704.075892857143,61.8,6.714285714285715,2.69,9.69
conversational_43,349.64234620888067,289.13340086066205,1041.88671875,999.7401413690476,2109.578125,1703.8854166666667,99.7,18.40952380952381,2.7,9.18
conversational_44,350.31026252982076,289.509636810452,1042.90234375,1000.9352678571429,2109.578125,1704.075892857143,99.7,9.709523809523809,2.68,10.5
conversational_45,350.45537340617796,289.56171213660053,1044.75,1003.8159520348837,2109.578125,1664.4829215116279,74.1,11.06046511627907,2.67,10.29
conversational_46,349.0458015267321,287.27007557849544,1041.765625,999.3513764880952,2109.578125,1703.6949404761904,99.4,19.333333333333336,2.65,8.91
conversational_47,349.73772055318216,288.88530845341313,1041.0546875,999.3563988095239,2109.578125,1704.075892857143,99.7,11.40952380952381,2.69,9.04
conversational_48,349.5706106870071,288.3054204780807,1042.2578125,999.6917782738095,2109.578125,1703.6949404761904,89.7,9.90952380952381,2.68,9.91
conversational_49,350.07159904536434,289.5632421206748,1041.81640625,999.9071800595239,2109.578125,1704.075892857143,63.8,9.085714285714285,2.7,9.82
conversational_05,348.9737470166943,286.54257157444545,1041.9765625,999.2589285714286,2109.578125,1703.6949404761904,99.7,14.147619047619045,2.69,9.52
conversational_50,350.1672240802627,289.32643118690413,1041.8671875,999.6404389880952,2109.578125,1703.6949404761904,71.8,8.566666666666666,2.68,9.5
conversational_51,350.02284148013723,287.54410765189976,1042.66796875,1001.57421875,2109.578125,1664.2578125,97.8,18.231818181818184,2.62,10.41
conversational_52,348.4978540772339,285.2675566440343,1041.578125,998.9477306547619,2109.578125,1703.5044642857142,85.5,16.614285714285717,2.68,8.97
conversational_53,348.35322195705874,284.6126377283452,1041.03515625,998.7918526785714,2109.578125,1703.5044642857142,99.7,7.714285714285713,2.64,9.39
conversational_54,347.9216435738126,282.835434724819,1043.8359375,1000.8584449404761,2109.578125,1703.313988095238,99.7,12.08095238095238,2.64,9.09
conversational_55,347.6394849785215,283.2314913246902,1042.3125,999.4337797619048,2109.578125,1653.5044642857142,90.1,9.59047619047619,2.71,9.65
conversational_56,347.2076372314915,281.5094102813888,1040.54296875,997.7931547619048,2109.578125,1703.5044642857142,99.7,12.780952380952382,2.7,8.24
conversational_57,348.30387004302594,284.6279384200896,1041.375,998.5474330357143,2109.578125,1653.5044642857142,96.3,7.82380952380952,2.71,9.3
conversational_58,349.81785063753665,286.2185035449048,1041.48828125,999.6310864825581,2109.578125,1664.1108284883721,99.7,15.586046511627908,2.67,10.13
conversational_59,348.90267175570943,285.82626399212035,1042.09765625,999.3431919642857,2109.578125,1703.5044642857142,99.7,18.919047619047618,2.7,9.59
conversational_06,348.47036328871775,285.80804280411417,1042.3046875,999.5366443452381,2109.578125,1703.5044642857142,61.6,7.361904761904761,2.66,9.78
conversational_60,348.6641221373888,286.1465521096491,1041.41796875,999.1119791666666,2109.578125,1703.8854166666667,99.7,11.92857142857143,2.68,8.58
conversational_61,350.84359325124933,291.00140151071935,1044.75,1003.7334872159091,2109.578125,1664.4396306818182,78.8,11.804545454545456,2.63,10.43
conversational_62,349.8568702290222,289.18789444405195,1042.5234375,1000.5139508928571,2109.578125,1704.075892857143,41.1,5.885714285714286,2.7,10.94
conversational_63,348.1329690345934,285.013290155286,1044.67578125,977.9364098837209,2109.578125,1656.15625,95.1,10.423255813953489,2.68,10.49
conversational_64,348.95264116576976,284.1487868250877,1041.98828125,1000.2764353197674,2109.578125,1654.0875726744187,99.7,27.2093023255814,2.68,10.19
conversational_65,348.42557251909847,284.6513200782639,1042.11328125,999.3606770833334,2109.578125,1703.5044642857142,53.4,9.77142857142857,2.69,10.06
conversational_66,349.283667621768,287.0346537099085,1042.21484375,999.5690104166666,2109.578125,1703.5044642857142,49.2,5.847619047619048,2.7,9.84
conversational_67,349.4258373205803,286.63606071964375,1041.05078125,998.5533854166666,2109.578125,1703.6949404761904,66.1,10.333333333333334,2.69,8.27
conversational_68,350.5007153075628,290.2682663987176,1041.08984375,998.8478422619048,2109.578125,1703.6949404761904,99.7,10.909523809523808,2.69,9.63
