id,cpu_per_max,cpu_per_av,cpu_mem_max,cpu_mem_av,gpu_mem_max,gpu_mem_av,gpu_per_max,gpu_per_ave,generation_throughput,prompt_eval_throughput
complex_50,359.8482549317167,308.6452352066155,1041.89453125,1002.6733173076923,2109.578125,1842.1759615384615,91.3,13.095384615384619,2.67,9.49
complex_51,368.29555490138574,326.06296823030226,1041.3671875,1014.5983455882352,580.078125,568.2385110294117,38.6,1.1352941176470588,2.69,4.17
complex_52,368.60165856448594,326.9901205874494,1041.76171875,1015.5345982142857,580.078125,568.4625,33.8,1.0942857142857143,2.66,4.15
complex_53,360.8128601759197,310.9902819130662,1040.92578125,1014.33984375,2109.578125,1851.2888257575758,52.7,7.642424242424241,2.62,8.02
complex_54,360.5444305381723,309.90377321816203,1042.01953125,1014.673828125,2109.578125,1843.46728515625,99.7,12.015625,2.67,9.68
complex_55,368.0011775095645,325.2125769835937,1043.44921875,1016.7912454044117,580.078125,568.3561580882352,0.0,0.0,2.7,4.16
complex_56,369.70823798626964,329.9794500241663,1043.7265625,1017.8689732142857,580.078125,568.6910714285714,27.8,0.9228571428571429,2.66,4.16
complex_57,365.0222551928779,317.744965543894,1041.3515625,1008.2434895833334,580.078125,565.613425925926,8.1,0.3,2.68,4.17
complex_58,368.98625429553664,327.6809639477996,1040.921875,1014.2065217391304,580.078125,568.2941576086956,32.7,5.155072463768115,2.69,4.12
complex_59,358.91783567134206,303.20994954850994,1040.9375,996.0458984375,580.078125,560.15078125,26.7,3.4899999999999998,2.73,4.16
complex_06,369.0305976551351,329.1834344774049,1043.7578125,1017.9036830357143,580.078125,568.6910714285714,36.1,1.2628571428571427,2.67,4.16
complex_60,360.8328115216024,310.64794901449125,1045.21484375,1017.133056640625,2109.578125,1843.09228515625,99.7,9.415624999999999,2.69,8.8
complex_61,368.33431430253563,326.95859366159357,1042.6875,1015.9287683823529,580.078125,568.2385110294117,53.4,1.7029411764705882,2.7,4.17
complex_62,368.678245510742,327.63409995677455,1042.41015625,1016.2024356617648,580.078125,568.4738051470588,53.2,4.267647058823529,2.71,4.17
complex_63,343.3184855233846,276.0731635636384,1042.828125,993.3283420138889,2113.578125,1581.4921875,99.7,19.77777777777778,2.67,11.09
complex_64,355.05020673360286,292.9901514838999,1041.734375,988.5762867647059,580.078125,556.6341911764706,28.8,1.6941176470588235,2.73,4.16
complex_65,360.4003753518895,309.818284702997,1040.6171875,1012.7764892578125,2109.578125,1843.21728515625,99.7,10.921875,2.67,8.42
complex_66,309.55734406437045,222.32183407332784,1041.25390625,947.2748766447369,2109.578125,1211.9416118421052,99.7,29.694736842105264,2.71,8.12
complex_67,347.3282442748085,281.2993588527021,1040.9296875,996.867568597561,2109.578125,1693.4051067073171,74.4,12.439024390243903,2.69,8.13
complex_68,368.7279151943558,327.4751720399254,1041.1171875,1014.4202665441177,580.078125,568.2385110294117,32.7,2.776470588235294,2.7,4.14
complex_69,357.8586497890288,299.62073388601027,1041.88671875,994.1231496710526,580.078125,559.1019736842105,41.1,5.936842105263158,2.73,4.14
complex_07,336.9863013698546,256.60752797655766,1041.21484375,957.9953835227273,580.078125,543.1193181818181,33.3,10.145454545454545,2.78,4.17
complex_70,360.2628285356692,309.10659204337554,1040.75,1012.67431640625,2109.578125,1843.09228515625,99.7,6.1625000000000005,2.67,8.68
