secs,id,TTFT,TBT,total_time,total_tokens,prompt_tokens
3133,complex_06,7216.54,374.38,33140.64,99.0,30.0
3134,complex_06,7216.54,374.38,33140.64,99.0,30.0
3135,complex_06,7216.54,374.38,33140.64,99.0,30.0
3136,complex_06,7216.54,374.38,33140.64,99.0,30.0
3137,complex_06,7216.54,374.38,33140.64,99.0,30.0
3138,complex_06,7216.54,374.38,33140.64,99.0,30.0
3139,complex_06,7216.54,374.38,33140.64,99.0,30.0
3140,complex_06,7216.54,374.38,33140.64,99.0,30.0
3141,complex_06,7216.54,374.38,33140.64,99.0,30.0
3142,complex_06,7216.54,374.38,33140.64,99.0,30.0
3143,complex_06,7216.54,374.38,33140.64,99.0,30.0
3144,complex_06,7216.54,374.38,33140.64,99.0,30.0
3145,complex_06,7216.54,374.38,33140.64,99.0,30.0
3146,complex_06,7216.54,374.38,33140.64,99.0,30.0
3147,complex_06,7216.54,374.38,33140.64,99.0,30.0
3148,complex_06,7216.54,374.38,33140.64,99.0,30.0
3149,complex_06,7216.54,374.38,33140.64,99.0,30.0
3150,complex_06,7216.54,374.38,33140.64,99.0,30.0
3151,complex_06,7216.54,374.38,33140.64,99.0,30.0
3152,complex_06,7216.54,374.38,33140.64,99.0,30.0
3153,complex_06,7216.54,374.38,33140.64,99.0,30.0
3154,complex_06,7216.54,374.38,33140.64,99.0,30.0
3155,complex_06,7216.54,374.38,33140.64,99.0,30.0
3156,complex_06,7216.54,374.38,33140.64,99.0,30.0
3157,complex_06,7216.54,374.38,33140.64,99.0,30.0
3158,complex_06,7216.54,374.38,33140.64,99.0,30.0
3159,complex_06,7216.54,374.38,33140.64,99.0,30.0
3160,complex_06,7216.54,374.38,33140.64,99.0,30.0
3161,complex_06,7216.54,374.38,33140.64,99.0,30.0
3162,complex_06,7216.54,374.38,33140.64,99.0,30.0
3163,complex_06,7216.54,374.38,33140.64,99.0,30.0
3164,complex_06,7216.54,374.38,33140.64,99.0,30.0
3165,complex_06,7216.54,374.38,33140.64,99.0,30.0
3166,complex_06,7216.54,374.38,33140.64,99.0,30.0
3167,complex_06,7216.54,374.38,33140.64,99.0,30.0
3168,complex_06,7216.54,374.38,33140.64,99.0,30.0
3169,complex_06,7216.54,374.38,33140.64,99.0,30.0
3170,complex_06,7216.54,374.38,33140.64,99.0,30.0
3171,complex_06,7216.54,374.38,33140.64,99.0,30.0
3172,complex_06,7216.54,374.38,33140.64,99.0,30.0
3173,complex_06,7216.54,374.38,33140.64,99.0,30.0
3174,complex_60,4204.66,371.76,29952.69,106.0,37.0
3175,complex_60,4204.66,371.76,29952.69,106.0,37.0
3176,complex_60,4204.66,371.76,29952.69,106.0,37.0
3177,complex_60,4204.66,371.76,29952.69,106.0,37.0
3178,complex_60,4204.66,371.76,29952.69,106.0,37.0
3179,complex_60,4204.66,371.76,29952.69,106.0,37.0
3180,complex_60,4204.66,371.76,29952.69,106.0,37.0
3181,complex_60,4204.66,371.76,29952.69,106.0,37.0
3182,complex_60,4204.66,371.76,29952.69,106.0,37.0
3183,complex_60,4204.66,371.76,29952.69,106.0,37.0
3184,complex_60,4204.66,371.76,29952.69,106.0,37.0
3185,complex_60,4204.66,371.76,29952.69,106.0,37.0
3186,complex_60,4204.66,371.76,29952.69,106.0,37.0
3187,complex_60,4204.66,371.76,29952.69,106.0,37.0
3188,complex_60,4204.66,371.76,29952.69,106.0,37.0
3189,complex_60,4204.66,371.76,29952.69,106.0,37.0
3190,complex_60,4204.66,371.76,29952.69,106.0,37.0
3191,complex_60,4204.66,371.76,29952.69,106.0,37.0
3192,complex_60,4204.66,371.76,29952.69,106.0,37.0
3193,complex_60,4204.66,371.76,29952.69,106.0,37.0
3194,complex_60,4204.66,371.76,29952.69,106.0,37.0
3195,complex_60,4204.66,371.76,29952.69,106.0,37.0
3196,complex_60,4204.66,371.76,29952.69,106.0,37.0
3197,complex_60,4204.66,371.76,29952.69,106.0,37.0
3198,complex_60,4204.66,371.76,29952.69,106.0,37.0
3199,complex_60,4204.66,371.76,29952.69,106.0,37.0
3200,complex_60,4204.66,371.76,29952.69,106.0,37.0
3201,complex_60,4204.66,371.76,29952.69,106.0,37.0
3202,complex_60,4204.66,371.76,29952.69,106.0,37.0
3203,complex_60,4204.66,371.76,29952.69,106.0,37.0
3204,complex_60,4204.66,371.76,29952.69,106.0,37.0
3205,complex_60,4204.66,371.76,29952.69,106.0,37.0
3206,complex_60,4204.66,371.76,29952.69,106.0,37.0
3207,complex_60,4204.66,371.76,29952.69,106.0,37.0
3208,complex_60,4204.66,371.76,29952.69,106.0,37.0
3209,complex_60,4204.66,371.76,29952.69,106.0,37.0
3210,complex_60,4204.66,371.76,29952.69,106.0,37.0
3211,complex_60,4204.66,371.76,29952.69,106.0,37.0
3212,complex_60,4204.66,371.76,29952.69,106.0,37.0
3213,complex_60,4204.66,371.76,29952.69,106.0,37.0
3214,complex_60,4204.66,371.76,29952.69,106.0,37.0
3215,complex_60,4204.66,371.76,29952.69,106.0,37.0
3216,complex_60,4204.66,371.76,29952.69,106.0,37.0
3217,complex_60,4204.66,371.76,29952.69,106.0,37.0
3218,complex_60,4204.66,371.76,29952.69,106.0,37.0
3219,complex_60,4204.66,371.76,29952.69,106.0,37.0
3220,complex_60,4204.66,371.76,29952.69,106.0,37.0
3221,complex_60,4204.66,371.76,29952.69,106.0,37.0
3222,complex_60,4204.66,371.76,29952.69,106.0,37.0
3223,complex_60,4204.66,371.76,29952.69,106.0,37.0
3224,complex_60,4204.66,371.76,29952.69,106.0,37.0
3225,complex_60,4204.66,371.76,29952.69,106.0,37.0
3226,complex_60,4204.66,371.76,29952.69,106.0,37.0
3227,complex_60,4204.66,371.76,29952.69,106.0,37.0
3228,complex_60,4204.66,371.76,29952.69,106.0,37.0
3229,complex_60,4204.66,371.76,29952.69,106.0,37.0
3230,complex_60,4204.66,371.76,29952.69,106.0,37.0
3231,complex_60,4204.66,371.76,29952.69,106.0,37.0
3232,complex_60,4204.66,371.76,29952.69,106.0,37.0
3233,complex_60,4204.66,371.76,29952.69,106.0,37.0
3234,complex_60,4204.66,371.76,29952.69,106.0,37.0
3235,complex_60,4204.66,371.76,29952.69,106.0,37.0
3236,complex_60,4204.66,371.76,29952.69,106.0,37.0
3237,complex_60,4204.66,371.76,29952.69,106.0,37.0
3238,complex_61,6708.37,371.03,32404.44,97.0,28.0
3239,complex_61,6708.37,371.03,32404.44,97.0,28.0
3240,complex_61,6708.37,371.03,32404.44,97.0,28.0
3241,complex_61,6708.37,371.03,32404.44,97.0,28.0
3242,complex_61,6708.37,371.03,32404.44,97.0,28.0
3243,complex_61,6708.37,371.03,32404.44,97.0,28.0
3244,complex_61,6708.37,371.03,32404.44,97.0,28.0
3245,complex_61,6708.37,371.03,32404.44,97.0,28.0
3246,complex_61,6708.37,371.03,32404.44,97.0,28.0
3247,complex_61,6708.37,371.03,32404.44,97.0,28.0
3248,complex_61,6708.37,371.03,32404.44,97.0,28.0
3249,complex_61,6708.37,371.03,32404.44,97.0,28.0
3250,complex_61,6708.37,371.03,32404.44,97.0,28.0
3251,complex_61,6708.37,371.03,32404.44,97.0,28.0
3252,complex_61,6708.37,371.03,32404.44,97.0,28.0
3253,complex_61,6708.37,371.03,32404.44,97.0,28.0
3254,complex_61,6708.37,371.03,32404.44,97.0,28.0
3255,complex_61,6708.37,371.03,32404.44,97.0,28.0
3256,complex_61,6708.37,371.03,32404.44,97.0,28.0
3257,complex_61,6708.37,371.03,32404.44,97.0,28.0
3258,complex_61,6708.37,371.03,32404.44,97.0,28.0
3259,complex_61,6708.37,371.03,32404.44,97.0,28.0
3260,complex_61,6708.37,371.03,32404.44,97.0,28.0
3261,complex_61,6708.37,371.03,32404.44,97.0,28.0
3262,complex_61,6708.37,371.03,32404.44,97.0,28.0
3263,complex_61,6708.37,371.03,32404.44,97.0,28.0
3264,complex_61,6708.37,371.03,32404.44,97.0,28.0
3265,complex_61,6708.37,371.03,32404.44,97.0,28.0
3266,complex_61,6708.37,371.03,32404.44,97.0,28.0
3267,complex_61,6708.37,371.03,32404.44,97.0,28.0
3268,complex_61,6708.37,371.03,32404.44,97.0,28.0
3269,complex_61,6708.37,371.03,32404.44,97.0,28.0
3270,complex_61,6708.37,371.03,32404.44,97.0,28.0
3271,complex_61,6708.37,371.03,32404.44,97.0,28.0
3272,complex_61,6708.37,371.03,32404.44,97.0,28.0
3273,complex_61,6708.37,371.03,32404.44,97.0,28.0
3274,complex_61,6708.37,371.03,32404.44,97.0,28.0
3275,complex_61,6708.37,371.03,32404.44,97.0,28.0
3276,complex_61,6708.37,371.03,32404.44,97.0,28.0
3277,complex_61,6708.37,371.03,32404.44,97.0,28.0
3278,complex_61,6708.37,371.03,32404.44,97.0,28.0
3279,complex_61,6708.37,371.03,32404.44,97.0,28.0
3280,complex_61,6708.37,371.03,32404.44,97.0,28.0
3281,complex_61,6708.37,371.03,32404.44,97.0,28.0
3282,complex_61,6708.37,371.03,32404.44,97.0,28.0
3283,complex_61,6708.37,371.03,32404.44,97.0,28.0
3284,complex_61,6708.37,371.03,32404.44,97.0,28.0
3285,complex_61,6708.37,371.03,32404.44,97.0,28.0
3286,complex_61,6708.37,371.03,32404.44,97.0,28.0
3287,complex_61,6708.37,371.03,32404.44,97.0,28.0
3288,complex_61,6708.37,371.03,32404.44,97.0,28.0
3289,complex_61,6708.37,371.03,32404.44,97.0,28.0
3290,complex_61,6708.37,371.03,32404.44,97.0,28.0
3291,complex_61,6708.37,371.03,32404.44,97.0,28.0
3292,complex_61,6708.37,371.03,32404.44,97.0,28.0
3293,complex_61,6708.37,371.03,32404.44,97.0,28.0
3294,complex_61,6708.37,371.03,32404.44,97.0,28.0
3295,complex_61,6708.37,371.03,32404.44,97.0,28.0
3296,complex_61,6708.37,371.03,32404.44,97.0,28.0
3297,complex_61,6708.37,371.03,32404.44,97.0,28.0
3298,complex_61,6708.37,371.03,32404.44,97.0,28.0
3299,complex_61,6708.37,371.03,32404.44,97.0,28.0
3300,complex_61,6708.37,371.03,32404.44,97.0,28.0
3301,complex_61,6708.37,371.03,32404.44,97.0,28.0
3302,complex_61,6708.37,371.03,32404.44,97.0,28.0
3303,complex_61,6708.37,371.03,32404.44,97.0,28.0
3304,complex_61,6708.37,371.03,32404.44,97.0,28.0
3305,complex_61,6708.37,371.03,32404.44,97.0,28.0
3306,complex_62,6479.01,369.02,32033.79,96.0,27.0
3307,complex_62,6479.01,369.02,32033.79,96.0,27.0
3308,complex_62,6479.01,369.02,32033.79,96.0,27.0
3309,complex_62,6479.01,369.02,32033.79,96.0,27.0
3310,complex_62,6479.01,369.02,32033.79,96.0,27.0
3311,complex_62,6479.01,369.02,32033.79,96.0,27.0
3312,complex_62,6479.01,369.02,32033.79,96.0,27.0
3313,complex_62,6479.01,369.02,32033.79,96.0,27.0
3314,complex_62,6479.01,369.02,32033.79,96.0,27.0
3315,complex_62,6479.01,369.02,32033.79,96.0,27.0
3316,complex_62,6479.01,369.02,32033.79,96.0,27.0
3317,complex_62,6479.01,369.02,32033.79,96.0,27.0
3318,complex_62,6479.01,369.02,32033.79,96.0,27.0
3319,complex_62,6479.01,369.02,32033.79,96.0,27.0
3320,complex_62,6479.01,369.02,32033.79,96.0,27.0
3321,complex_62,6479.01,369.02,32033.79,96.0,27.0
3322,complex_62,6479.01,369.02,32033.79,96.0,27.0
3323,complex_62,6479.01,369.02,32033.79,96.0,27.0
3324,complex_62,6479.01,369.02,32033.79,96.0,27.0
3325,complex_62,6479.01,369.02,32033.79,96.0,27.0
3326,complex_62,6479.01,369.02,32033.79,96.0,27.0
3327,complex_62,6479.01,369.02,32033.79,96.0,27.0
3328,complex_62,6479.01,369.02,32033.79,96.0,27.0
3329,complex_62,6479.01,369.02,32033.79,96.0,27.0
3330,complex_62,6479.01,369.02,32033.79,96.0,27.0
3331,complex_62,6479.01,369.02,32033.79,96.0,27.0
3332,complex_62,6479.01,369.02,32033.79,96.0,27.0
3333,complex_62,6479.01,369.02,32033.79,96.0,27.0
3334,complex_62,6479.01,369.02,32033.79,96.0,27.0
3335,complex_62,6479.01,369.02,32033.79,96.0,27.0
3336,complex_62,6479.01,369.02,32033.79,96.0,27.0
3337,complex_62,6479.01,369.02,32033.79,96.0,27.0
3338,complex_62,6479.01,369.02,32033.79,96.0,27.0
3339,complex_62,6479.01,369.02,32033.79,96.0,27.0
3340,complex_62,6479.01,369.02,32033.79,96.0,27.0
3341,complex_62,6479.01,369.02,32033.79,96.0,27.0
3342,complex_62,6479.01,369.02,32033.79,96.0,27.0
3343,complex_62,6479.01,369.02,32033.79,96.0,27.0
3344,complex_62,6479.01,369.02,32033.79,96.0,27.0
3345,complex_62,6479.01,369.02,32033.79,96.0,27.0
3346,complex_62,6479.01,369.02,32033.79,96.0,27.0
3347,complex_62,6479.01,369.02,32033.79,96.0,27.0
3348,complex_62,6479.01,369.02,32033.79,96.0,27.0
3349,complex_62,6479.01,369.02,32033.79,96.0,27.0
3350,complex_62,6479.01,369.02,32033.79,96.0,27.0
3351,complex_62,6479.01,369.02,32033.79,96.0,27.0
3352,complex_62,6479.01,369.02,32033.79,96.0,27.0
3353,complex_62,6479.01,369.02,32033.79,96.0,27.0
3354,complex_62,6479.01,369.02,32033.79,96.0,27.0
3355,complex_62,6479.01,369.02,32033.79,96.0,27.0
3356,complex_62,6479.01,369.02,32033.79,96.0,27.0
3357,complex_62,6479.01,369.02,32033.79,96.0,27.0
3358,complex_62,6479.01,369.02,32033.79,96.0,27.0
3359,complex_62,6479.01,369.02,32033.79,96.0,27.0
3360,complex_62,6479.01,369.02,32033.79,96.0,27.0
3361,complex_62,6479.01,369.02,32033.79,96.0,27.0
3362,complex_62,6479.01,369.02,32033.79,96.0,27.0
3363,complex_62,6479.01,369.02,32033.79,96.0,27.0
3364,complex_62,6479.01,369.02,32033.79,96.0,27.0
3365,complex_62,6479.01,369.02,32033.79,96.0,27.0
3366,complex_62,6479.01,369.02,32033.79,96.0,27.0
3367,complex_62,6479.01,369.02,32033.79,96.0,27.0
3368,complex_62,6479.01,369.02,32033.79,96.0,27.0
3369,complex_62,6479.01,369.02,32033.79,96.0,27.0
3370,complex_62,6479.01,369.02,32033.79,96.0,27.0
3371,complex_62,6479.01,369.02,32033.79,96.0,27.0
3372,complex_62,6479.01,369.02,32033.79,96.0,27.0
3373,complex_62,6479.01,369.02,32033.79,96.0,27.0
3374,complex_63,4867.54,373.99,16134.07,84.0,54.0
3375,complex_63,4867.54,373.99,16134.07,84.0,54.0
3376,complex_63,4867.54,373.99,16134.07,84.0,54.0
3377,complex_63,4867.54,373.99,16134.07,84.0,54.0
3378,complex_63,4867.54,373.99,16134.07,84.0,54.0
3379,complex_63,4867.54,373.99,16134.07,84.0,54.0
3380,complex_63,4867.54,373.99,16134.07,84.0,54.0
3381,complex_63,4867.54,373.99,16134.07,84.0,54.0
3382,complex_63,4867.54,373.99,16134.07,84.0,54.0
3383,complex_63,4867.54,373.99,16134.07,84.0,54.0
3384,complex_63,4867.54,373.99,16134.07,84.0,54.0
3385,complex_63,4867.54,373.99,16134.07,84.0,54.0
3386,complex_63,4867.54,373.99,16134.07,84.0,54.0
3387,complex_63,4867.54,373.99,16134.07,84.0,54.0
3388,complex_63,4867.54,373.99,16134.07,84.0,54.0
3389,complex_63,4867.54,373.99,16134.07,84.0,54.0
3390,complex_63,4867.54,373.99,16134.07,84.0,54.0
3391,complex_63,4867.54,373.99,16134.07,84.0,54.0
3392,complex_63,4867.54,373.99,16134.07,84.0,54.0
3393,complex_63,4867.54,373.99,16134.07,84.0,54.0
3394,complex_63,4867.54,373.99,16134.07,84.0,54.0
3395,complex_63,4867.54,373.99,16134.07,84.0,54.0
3396,complex_63,4867.54,373.99,16134.07,84.0,54.0
3397,complex_63,4867.54,373.99,16134.07,84.0,54.0
3398,complex_63,4867.54,373.99,16134.07,84.0,54.0
3399,complex_63,4867.54,373.99,16134.07,84.0,54.0
3400,complex_63,4867.54,373.99,16134.07,84.0,54.0
3401,complex_63,4867.54,373.99,16134.07,84.0,54.0
3402,complex_63,4867.54,373.99,16134.07,84.0,54.0
3403,complex_63,4867.54,373.99,16134.07,84.0,54.0
3404,complex_63,4867.54,373.99,16134.07,84.0,54.0
3405,complex_63,4867.54,373.99,16134.07,84.0,54.0
3406,complex_63,4867.54,373.99,16134.07,84.0,54.0
3407,complex_63,4867.54,373.99,16134.07,84.0,54.0
3408,complex_63,4867.54,373.99,16134.07,84.0,54.0
3409,complex_63,4867.54,373.99,16134.07,84.0,54.0
3410,complex_64,7217.34,366.33,15308.49,52.0,30.0
3411,complex_64,7217.34,366.33,15308.49,52.0,30.0
3412,complex_64,7217.34,366.33,15308.49,52.0,30.0
3413,complex_64,7217.34,366.33,15308.49,52.0,30.0
3414,complex_64,7217.34,366.33,15308.49,52.0,30.0
3415,complex_64,7217.34,366.33,15308.49,52.0,30.0
3416,complex_64,7217.34,366.33,15308.49,52.0,30.0
3417,complex_64,7217.34,366.33,15308.49,52.0,30.0
3418,complex_64,7217.34,366.33,15308.49,52.0,30.0
3419,complex_64,7217.34,366.33,15308.49,52.0,30.0
3420,complex_64,7217.34,366.33,15308.49,52.0,30.0
3421,complex_64,7217.34,366.33,15308.49,52.0,30.0
3422,complex_64,7217.34,366.33,15308.49,52.0,30.0
3423,complex_64,7217.34,366.33,15308.49,52.0,30.0
3424,complex_64,7217.34,366.33,15308.49,52.0,30.0
3425,complex_64,7217.34,366.33,15308.49,52.0,30.0
3426,complex_64,7217.34,366.33,15308.49,52.0,30.0
3427,complex_64,7217.34,366.33,15308.49,52.0,30.0
3428,complex_64,7217.34,366.33,15308.49,52.0,30.0
3429,complex_64,7217.34,366.33,15308.49,52.0,30.0
3430,complex_64,7217.34,366.33,15308.49,52.0,30.0
3431,complex_64,7217.34,366.33,15308.49,52.0,30.0
3432,complex_64,7217.34,366.33,15308.49,52.0,30.0
3433,complex_64,7217.34,366.33,15308.49,52.0,30.0
3434,complex_64,7217.34,366.33,15308.49,52.0,30.0
3435,complex_64,7217.34,366.33,15308.49,52.0,30.0
3436,complex_64,7217.34,366.33,15308.49,52.0,30.0
3437,complex_64,7217.34,366.33,15308.49,52.0,30.0
3438,complex_64,7217.34,366.33,15308.49,52.0,30.0
3439,complex_64,7217.34,366.33,15308.49,52.0,30.0
3440,complex_64,7217.34,366.33,15308.49,52.0,30.0
3441,complex_64,7217.34,366.33,15308.49,52.0,30.0
3442,complex_64,7217.34,366.33,15308.49,52.0,30.0
3443,complex_64,7217.34,366.33,15308.49,52.0,30.0
3444,complex_65,4276.27,374.98,30242.53,105.0,36.0
3445,complex_65,4276.27,374.98,30242.53,105.0,36.0
3446,complex_65,4276.27,374.98,30242.53,105.0,36.0
3447,complex_65,4276.27,374.98,30242.53,105.0,36.0
3448,complex_65,4276.27,374.98,30242.53,105.0,36.0
3449,complex_65,4276.27,374.98,30242.53,105.0,36.0
3450,complex_65,4276.27,374.98,30242.53,105.0,36.0
3451,complex_65,4276.27,374.98,30242.53,105.0,36.0
3452,complex_65,4276.27,374.98,30242.53,105.0,36.0
3453,complex_65,4276.27,374.98,30242.53,105.0,36.0
3454,complex_65,4276.27,374.98,30242.53,105.0,36.0
3455,complex_65,4276.27,374.98,30242.53,105.0,36.0
3456,complex_65,4276.27,374.98,30242.53,105.0,36.0
3457,complex_65,4276.27,374.98,30242.53,105.0,36.0
3458,complex_65,4276.27,374.98,30242.53,105.0,36.0
3459,complex_65,4276.27,374.98,30242.53,105.0,36.0
3460,complex_65,4276.27,374.98,30242.53,105.0,36.0
3461,complex_65,4276.27,374.98,30242.53,105.0,36.0
3462,complex_65,4276.27,374.98,30242.53,105.0,36.0
3463,complex_65,4276.27,374.98,30242.53,105.0,36.0
3464,complex_65,4276.27,374.98,30242.53,105.0,36.0
3465,complex_65,4276.27,374.98,30242.53,105.0,36.0
3466,complex_65,4276.27,374.98,30242.53,105.0,36.0
3467,complex_65,4276.27,374.98,30242.53,105.0,36.0
3468,complex_65,4276.27,374.98,30242.53,105.0,36.0
3469,complex_65,4276.27,374.98,30242.53,105.0,36.0
3470,complex_65,4276.27,374.98,30242.53,105.0,36.0
3471,complex_65,4276.27,374.98,30242.53,105.0,36.0
3472,complex_65,4276.27,374.98,30242.53,105.0,36.0
3473,complex_65,4276.27,374.98,30242.53,105.0,36.0
3474,complex_65,4276.27,374.98,30242.53,105.0,36.0
3475,complex_65,4276.27,374.98,30242.53,105.0,36.0
3476,complex_65,4276.27,374.98,30242.53,105.0,36.0
3477,complex_65,4276.27,374.98,30242.53,105.0,36.0
3478,complex_65,4276.27,374.98,30242.53,105.0,36.0
3479,complex_65,4276.27,374.98,30242.53,105.0,36.0
3480,complex_65,4276.27,374.98,30242.53,105.0,36.0
3481,complex_65,4276.27,374.98,30242.53,105.0,36.0
3482,complex_65,4276.27,374.98,30242.53,105.0,36.0
3483,complex_65,4276.27,374.98,30242.53,105.0,36.0
3484,complex_65,4276.27,374.98,30242.53,105.0,36.0
3485,complex_65,4276.27,374.98,30242.53,105.0,36.0
3486,complex_65,4276.27,374.98,30242.53,105.0,36.0
3487,complex_65,4276.27,374.98,30242.53,105.0,36.0
3488,complex_65,4276.27,374.98,30242.53,105.0,36.0
3489,complex_65,4276.27,374.98,30242.53,105.0,36.0
3490,complex_65,4276.27,374.98,30242.53,105.0,36.0
3491,complex_65,4276.27,374.98,30242.53,105.0,36.0
3492,complex_65,4276.27,374.98,30242.53,105.0,36.0
3493,complex_65,4276.27,374.98,30242.53,105.0,36.0
3494,complex_65,4276.27,374.98,30242.53,105.0,36.0
3495,complex_65,4276.27,374.98,30242.53,105.0,36.0
3496,complex_65,4276.27,374.98,30242.53,105.0,36.0
3497,complex_65,4276.27,374.98,30242.53,105.0,36.0
3498,complex_65,4276.27,374.98,30242.53,105.0,36.0
3499,complex_65,4276.27,374.98,30242.53,105.0,36.0
3500,complex_65,4276.27,374.98,30242.53,105.0,36.0
3501,complex_65,4276.27,374.98,30242.53,105.0,36.0
3502,complex_65,4276.27,374.98,30242.53,105.0,36.0
3503,complex_65,4276.27,374.98,30242.53,105.0,36.0
3504,complex_65,4276.27,374.98,30242.53,105.0,36.0
3505,complex_65,4276.27,374.98,30242.53,105.0,36.0
3506,complex_65,4276.27,374.98,30242.53,105.0,36.0
3507,complex_65,4276.27,374.98,30242.53,105.0,36.0
3508,complex_66,4185.01,369.58,7526.02,43.0,34.0
3509,complex_66,4185.01,369.58,7526.02,43.0,34.0
3510,complex_66,4185.01,369.58,7526.02,43.0,34.0
3511,complex_66,4185.01,369.58,7526.02,43.0,34.0
3512,complex_66,4185.01,369.58,7526.02,43.0,34.0
3513,complex_66,4185.01,369.58,7526.02,43.0,34.0
3514,complex_66,4185.01,369.58,7526.02,43.0,34.0
3515,complex_66,4185.01,369.58,7526.02,43.0,34.0
3516,complex_66,4185.01,369.58,7526.02,43.0,34.0
3517,complex_66,4185.01,369.58,7526.02,43.0,34.0
3518,complex_66,4185.01,369.58,7526.02,43.0,34.0
3519,complex_66,4185.01,369.58,7526.02,43.0,34.0
3520,complex_66,4185.01,369.58,7526.02,43.0,34.0
3521,complex_66,4185.01,369.58,7526.02,43.0,34.0
3522,complex_66,4185.01,369.58,7526.02,43.0,34.0
3523,complex_66,4185.01,369.58,7526.02,43.0,34.0
3524,complex_66,4185.01,369.58,7526.02,43.0,34.0
3525,complex_66,4185.01,369.58,7526.02,43.0,34.0
3526,complex_66,4185.01,369.58,7526.02,43.0,34.0
3527,complex_67,4303.78,372.12,18496.8,73.0,35.0
3528,complex_67,4303.78,372.12,18496.8,73.0,35.0
3529,complex_67,4303.78,372.12,18496.8,73.0,35.0
3530,complex_67,4303.78,372.12,18496.8,73.0,35.0
3531,complex_67,4303.78,372.12,18496.8,73.0,35.0
3532,complex_67,4303.78,372.12,18496.8,73.0,35.0
3533,complex_67,4303.78,372.12,18496.8,73.0,35.0
3534,complex_67,4303.78,372.12,18496.8,73.0,35.0
3535,complex_67,4303.78,372.12,18496.8,73.0,35.0
3536,complex_67,4303.78,372.12,18496.8,73.0,35.0
3537,complex_67,4303.78,372.12,18496.8,73.0,35.0
3538,complex_67,4303.78,372.12,18496.8,73.0,35.0
3539,complex_67,4303.78,372.12,18496.8,73.0,35.0
3540,complex_67,4303.78,372.12,18496.8,73.0,35.0
3541,complex_67,4303.78,372.12,18496.8,73.0,35.0
3542,complex_67,4303.78,372.12,18496.8,73.0,35.0
3543,complex_67,4303.78,372.12,18496.8,73.0,35.0
3544,complex_67,4303.78,372.12,18496.8,73.0,35.0
3545,complex_67,4303.78,372.12,18496.8,73.0,35.0
3546,complex_67,4303.78,372.12,18496.8,73.0,35.0
3547,complex_67,4303.78,372.12,18496.8,73.0,35.0
3548,complex_67,4303.78,372.12,18496.8,73.0,35.0
3549,complex_67,4303.78,372.12,18496.8,73.0,35.0
3550,complex_67,4303.78,372.12,18496.8,73.0,35.0
3551,complex_67,4303.78,372.12,18496.8,73.0,35.0
3552,complex_67,4303.78,372.12,18496.8,73.0,35.0
3553,complex_67,4303.78,372.12,18496.8,73.0,35.0
3554,complex_67,4303.78,372.12,18496.8,73.0,35.0
3555,complex_67,4303.78,372.12,18496.8,73.0,35.0
3556,complex_67,4303.78,372.12,18496.8,73.0,35.0
3557,complex_67,4303.78,372.12,18496.8,73.0,35.0
3558,complex_67,4303.78,372.12,18496.8,73.0,35.0
3559,complex_67,4303.78,372.12,18496.8,73.0,35.0
3560,complex_67,4303.78,372.12,18496.8,73.0,35.0
3561,complex_67,4303.78,372.12,18496.8,73.0,35.0
3562,complex_67,4303.78,372.12,18496.8,73.0,35.0
3563,complex_67,4303.78,372.12,18496.8,73.0,35.0
3564,complex_67,4303.78,372.12,18496.8,73.0,35.0
3565,complex_67,4303.78,372.12,18496.8,73.0,35.0
3566,complex_67,4303.78,372.12,18496.8,73.0,35.0
3567,complex_67,4303.78,372.12,18496.8,73.0,35.0
3568,complex_68,6279.56,369.75,31885.14,95.0,26.0
3569,complex_68,6279.56,369.75,31885.14,95.0,26.0
3570,complex_68,6279.56,369.75,31885.14,95.0,26.0
3571,complex_68,6279.56,369.75,31885.14,95.0,26.0
3572,complex_68,6279.56,369.75,31885.14,95.0,26.0
3573,complex_68,6279.56,369.75,31885.14,95.0,26.0
3574,complex_68,6279.56,369.75,31885.14,95.0,26.0
3575,complex_68,6279.56,369.75,31885.14,95.0,26.0
3576,complex_68,6279.56,369.75,31885.14,95.0,26.0
3577,complex_68,6279.56,369.75,31885.14,95.0,26.0
3578,complex_68,6279.56,369.75,31885.14,95.0,26.0
3579,complex_68,6279.56,369.75,31885.14,95.0,26.0
3580,complex_68,6279.56,369.75,31885.14,95.0,26.0
3581,complex_68,6279.56,369.75,31885.14,95.0,26.0
3582,complex_68,6279.56,369.75,31885.14,95.0,26.0
3583,complex_68,6279.56,369.75,31885.14,95.0,26.0
3584,complex_68,6279.56,369.75,31885.14,95.0,26.0
3585,complex_68,6279.56,369.75,31885.14,95.0,26.0
3586,complex_68,6279.56,369.75,31885.14,95.0,26.0
3587,complex_68,6279.56,369.75,31885.14,95.0,26.0
3588,complex_68,6279.56,369.75,31885.14,95.0,26.0
3589,complex_68,6279.56,369.75,31885.14,95.0,26.0
3590,complex_68,6279.56,369.75,31885.14,95.0,26.0
3591,complex_68,6279.56,369.75,31885.14,95.0,26.0
3592,complex_68,6279.56,369.75,31885.14,95.0,26.0
3593,complex_68,6279.56,369.75,31885.14,95.0,26.0
3594,complex_68,6279.56,369.75,31885.14,95.0,26.0
3595,complex_68,6279.56,369.75,31885.14,95.0,26.0
3596,complex_68,6279.56,369.75,31885.14,95.0,26.0
3597,complex_68,6279.56,369.75,31885.14,95.0,26.0
