secs,id,cpu_per,cpu_mem,gpu_mem,gpu_per,generation_throughput,prompt_eval_throughput
1521,complex_34,330.00717875090123,1042.92578125,2109.578125,0.0,2.69,7.93
1522,complex_34,333.48961821835593,1042.92578125,2109.578125,0.0,2.69,7.93
1523,complex_34,333.48961821835593,1042.92578125,2109.578125,0.0,2.69,7.93
1524,complex_34,336.44918444165506,1042.92578125,2109.578125,0.0,2.69,7.93
1525,complex_34,336.44918444165506,1042.92578125,2109.578125,0.0,2.69,7.93
1526,complex_34,339.25619834710636,1042.92578125,2109.578125,0.0,2.69,7.93
1527,complex_34,339.25619834710636,1042.92578125,2109.578125,0.0,2.69,7.93
1528,complex_34,341.58305462653186,1042.9296875,2109.578125,0.0,2.69,7.93
1529,complex_34,341.58305462653186,1042.9296875,2109.578125,0.0,2.69,7.93
1530,complex_34,343.71700105596517,1042.9296875,2109.578125,0.0,2.69,7.93
1531,complex_34,343.71700105596517,1042.9296875,2109.578125,0.0,2.69,7.93
1532,complex_34,345.63691073219564,1042.9296875,2109.578125,0.0,2.69,7.93
1533,complex_34,345.63691073219564,1042.9296875,2109.578125,0.0,2.69,7.93
1534,complex_34,347.5644699140392,1042.9296875,2109.578125,0.0,2.69,7.93
1535,complex_34,347.5644699140392,1042.9296875,2109.578125,0.0,2.69,7.93
1536,complex_34,349.1795806745661,1042.9296875,2109.578125,0.0,2.69,7.93
1537,complex_34,349.1795806745661,1042.9296875,2109.578125,0.0,2.69,7.93
1538,complex_34,350.6974716652128,1042.9296875,2109.578125,0.0,2.69,7.93
1539,complex_34,350.6974716652128,1042.9296875,2109.578125,0.0,2.69,7.93
1540,complex_34,352.0885547201329,1042.9296875,2109.578125,0.0,2.69,7.93
1541,complex_34,352.0885547201329,1042.9296875,2109.578125,0.0,2.69,7.93
1542,complex_34,353.24779470729675,1042.9296875,2109.578125,0.0,2.69,7.93
1543,complex_34,353.24779470729675,1042.9296875,2109.578125,0.0,2.69,7.93
1544,complex_34,354.33526011560946,1042.9296875,2109.578125,0.0,2.69,7.93
1545,complex_34,354.33526011560946,1042.9296875,2109.578125,0.0,2.69,7.93
1546,complex_34,355.53080920564145,1042.9296875,2109.578125,0.0,2.69,7.93
1547,complex_34,355.53080920564145,1042.9296875,2109.578125,0.0,2.69,7.93
1548,complex_34,356.442376521116,1042.9375,2109.578125,0.0,2.69,7.93
1549,complex_34,356.442376521116,1042.9375,2109.578125,0.0,2.69,7.93
1550,complex_34,357.2366148531974,1042.9375,2109.578125,0.0,2.69,7.93
1551,complex_34,357.2366148531974,1042.9375,2109.578125,0.0,2.69,7.93
1552,complex_34,358.13021702838284,1042.9375,2109.578125,0.0,2.69,7.93
1553,complex_34,358.13021702838284,1042.9375,2109.578125,0.0,2.69,7.93
1554,complex_34,358.9337641357049,1042.9375,2109.578125,0.0,2.69,7.93
1555,complex_34,358.9337641357049,1042.9375,2109.578125,0.0,2.69,7.93
1556,complex_34,359.73091364205214,1042.9375,2109.578125,0.0,2.69,7.93
1557,complex_34,359.73091364205214,1042.9375,2109.578125,0.0,2.69,7.93
1558,complex_35,76.0,149.6953125,169.53125,33.7,2.7,4.13
1559,complex_35,76.0,149.6953125,169.53125,33.7,2.7,4.13
1560,complex_35,98.96907216494567,1036.046875,580.078125,0.0,2.7,4.13
1561,complex_35,98.96907216494567,1036.046875,580.078125,0.0,2.7,4.13
1562,complex_35,196.93877551020043,1037.80859375,580.078125,0.0,2.7,4.13
1563,complex_35,196.93877551020043,1037.80859375,580.078125,0.0,2.7,4.13
1564,complex_35,245.93908629441282,1037.80859375,580.078125,8.1,2.7,4.13
1565,complex_35,245.93908629441282,1037.80859375,580.078125,8.1,2.7,4.13
1566,complex_35,274.54545454543944,1038.02734375,580.078125,0.0,2.7,4.13
1567,complex_35,274.54545454543944,1038.02734375,580.078125,0.0,2.7,4.13
1568,complex_35,293.4453781512471,1038.02734375,580.078125,0.0,2.7,4.13
1569,complex_35,293.4453781512471,1038.02734375,580.078125,0.0,2.7,4.13
1570,complex_35,307.62589928056343,1038.02734375,580.078125,0.0,2.7,4.13
1571,complex_35,307.62589928056343,1038.02734375,580.078125,0.0,2.7,4.13
1572,complex_35,317.35849056602683,1038.02734375,580.078125,0.0,2.7,4.13
1573,complex_35,317.35849056602683,1038.02734375,580.078125,0.0,2.7,4.13
1574,complex_35,325.6983240223364,1041.12109375,580.078125,0.0,2.7,4.13
1575,complex_35,325.6983240223364,1041.12109375,580.078125,0.0,2.7,4.13
1576,complex_35,331.1557788944633,1041.46484375,580.078125,8.1,2.7,4.13
1577,complex_35,331.1557788944633,1041.46484375,580.078125,8.1,2.7,4.13
1578,complex_35,335.981735159809,1041.46484375,580.078125,0.0,2.7,4.13
1579,complex_35,335.981735159809,1041.46484375,580.078125,0.0,2.7,4.13
1580,complex_35,339.66527196651947,1041.46484375,580.078125,0.0,2.7,4.13
1581,complex_35,339.66527196651947,1041.46484375,580.078125,0.0,2.7,4.13
1582,complex_35,343.0888030887959,1041.46484375,580.078125,0.0,2.7,4.13
1583,complex_35,343.0888030887959,1041.46484375,580.078125,0.0,2.7,4.13
1584,complex_35,345.9498207885237,1041.46484375,580.078125,20.7,2.7,4.13
1585,complex_35,345.9498207885237,1041.46484375,580.078125,20.7,2.7,4.13
1586,complex_35,348.22742474915754,1041.47265625,580.078125,0.0,2.7,4.13
1587,complex_35,348.22742474915754,1041.47265625,580.078125,0.0,2.7,4.13
1588,complex_35,350.1253132832072,1041.47265625,580.078125,33.1,2.7,4.13
1589,complex_35,350.1253132832072,1041.47265625,580.078125,33.1,2.7,4.13
1590,complex_35,352.06367924528223,1041.47265625,580.078125,0.0,2.7,4.13
1591,complex_35,352.06367924528223,1041.47265625,580.078125,0.0,2.7,4.13
1592,complex_35,353.6748329621374,1041.47265625,580.078125,0.0,2.7,4.13
1593,complex_35,353.6748329621374,1041.47265625,580.078125,0.0,2.7,4.13
1594,complex_35,355.16877637130733,1041.47265625,580.078125,0.0,2.7,4.13
1595,complex_35,355.16877637130733,1041.47265625,580.078125,0.0,2.7,4.13
1596,complex_35,356.5631262525044,1041.47265625,580.078125,9.9,2.7,4.13
1597,complex_35,356.5631262525044,1041.47265625,580.078125,9.9,2.7,4.13
1598,complex_35,357.8721374045796,1041.47265625,580.078125,0.0,2.7,4.13
1599,complex_35,357.8721374045796,1041.47265625,580.078125,0.0,2.7,4.13
1600,complex_35,358.97085610200304,1041.47265625,580.078125,32.7,2.7,4.13
1601,complex_35,358.97085610200304,1041.47265625,580.078125,32.7,2.7,4.13
1602,complex_35,360.1480836236928,1041.47265625,580.078125,0.0,2.7,4.13
1603,complex_35,360.1480836236928,1041.47265625,580.078125,0.0,2.7,4.13
1604,complex_35,361.0601001669444,1041.47265625,580.078125,0.0,2.7,4.13
1605,complex_35,361.0601001669444,1041.47265625,580.078125,0.0,2.7,4.13
1606,complex_35,361.83420104124576,1041.47265625,580.078125,0.0,2.7,4.13
1607,complex_35,361.83420104124576,1041.47265625,580.078125,0.0,2.7,4.13
1608,complex_35,362.7118644067791,1041.47265625,580.078125,24.0,2.7,4.13
1609,complex_35,362.7118644067791,1041.47265625,580.078125,24.0,2.7,4.13
1610,complex_35,363.44086021505035,1041.47265625,580.078125,0.0,2.7,4.13
1611,complex_35,363.44086021505035,1041.47265625,580.078125,0.0,2.7,4.13
1612,complex_36,77.0,153.703125,173.53125,44.9,2.69,8.13
1613,complex_36,77.0,153.703125,173.53125,44.9,2.69,8.13
1614,complex_36,100.52631578946887,1035.97265625,580.078125,0.0,2.69,8.13
1615,complex_36,100.52631578946887,1035.97265625,580.078125,0.0,2.69,8.13
1616,complex_36,189.99999999999403,1040.09375,844.078125,69.1,2.69,8.13
1617,complex_36,189.99999999999403,1040.09375,844.078125,69.1,2.69,8.13
1618,complex_36,226.92307692307162,1040.609375,844.078125,43.2,2.69,8.13
1619,complex_36,226.92307692307162,1040.609375,844.078125,43.2,2.69,8.13
1620,complex_36,249.3877551020362,1040.8671875,844.078125,5.6,2.69,8.13
1621,complex_36,249.3877551020362,1040.8671875,844.078125,5.6,2.69,8.13
1622,complex_36,264.46700507614867,1041.26171875,844.078125,67.6,2.69,8.13
1623,complex_36,264.46700507614867,1041.26171875,844.078125,67.6,2.69,8.13
1624,complex_36,277.2463768115905,1041.5859375,2109.578125,0.0,2.69,8.13
1625,complex_36,277.2463768115905,1041.5859375,2109.578125,0.0,2.69,8.13
1626,complex_36,290.7594936708827,1041.5859375,2109.578125,0.0,2.69,8.13
1627,complex_36,290.7594936708827,1041.5859375,2109.578125,0.0,2.69,8.13
1628,complex_36,300.8988764044913,1041.5859375,2109.578125,0.0,2.69,8.13
1629,complex_36,300.8988764044913,1041.5859375,2109.578125,0.0,2.69,8.13
1630,complex_36,308.98082744702776,1041.5859375,2109.578125,0.0,2.69,8.13
1631,complex_36,308.98082744702776,1041.5859375,2109.578125,0.0,2.69,8.13
1632,complex_36,315.6736938588493,1041.5859375,2109.578125,0.0,2.69,8.13
1633,complex_36,315.6736938588493,1041.5859375,2109.578125,0.0,2.69,8.13
1634,complex_36,321.5785054576026,1041.5859375,2109.578125,0.0,2.69,8.13
1635,complex_36,321.5785054576026,1041.5859375,2109.578125,0.0,2.69,8.13
1636,complex_36,326.10379550736235,1041.5859375,2109.578125,0.0,2.69,8.13
1637,complex_36,326.10379550736235,1041.5859375,2109.578125,0.0,2.69,8.13
1638,complex_36,330.19410496046356,1041.5859375,2109.578125,0.0,2.69,8.13
1639,complex_36,330.19410496046356,1041.5859375,2109.578125,0.0,2.69,8.13
1640,complex_36,333.78016085790716,1041.5859375,2109.578125,0.0,2.69,8.13
1641,complex_36,333.78016085790716,1041.5859375,2109.578125,0.0,2.69,8.13
1642,complex_36,336.7064739157793,1041.5859375,2109.578125,0.0,2.69,8.13
1643,complex_36,336.7064739157793,1041.5859375,2109.578125,0.0,2.69,8.13
1644,complex_36,339.5623891188675,1041.58984375,2109.578125,0.0,2.69,8.13
1645,complex_36,339.5623891188675,1041.58984375,2109.578125,0.0,2.69,8.13
1646,complex_36,341.8760469011753,1041.58984375,2109.578125,0.0,2.69,8.13
1647,complex_36,341.8760469011753,1041.58984375,2109.578125,0.0,2.69,8.13
1648,complex_36,344.1036488630381,1041.58984375,2109.578125,0.0,2.69,8.13
