secs,id,TTFT,TBT,total_time,total_tokens,prompt_tokens
381,contextual_01,21049.66,779.3,59309.06,421.0,372.0
382,contextual_01,21049.66,779.3,59309.06,421.0,372.0
383,contextual_01,21049.66,779.3,59309.06,421.0,372.0
384,contextual_01,21049.66,779.3,59309.06,421.0,372.0
385,contextual_01,21049.66,779.3,59309.06,421.0,372.0
386,contextual_01,21049.66,779.3,59309.06,421.0,372.0
387,contextual_01,21049.66,779.3,59309.06,421.0,372.0
388,contextual_01,21049.66,779.3,59309.06,421.0,372.0
389,contextual_01,21049.66,779.3,59309.06,421.0,372.0
390,contextual_01,21049.66,779.3,59309.06,421.0,372.0
391,contextual_01,21049.66,779.3,59309.06,421.0,372.0
392,contextual_01,21049.66,779.3,59309.06,421.0,372.0
393,contextual_01,21049.66,779.3,59309.06,421.0,372.0
394,contextual_01,21049.66,779.3,59309.06,421.0,372.0
395,contextual_01,21049.66,779.3,59309.06,421.0,372.0
396,contextual_01,21049.66,779.3,59309.06,421.0,372.0
397,contextual_01,21049.66,779.3,59309.06,421.0,372.0
398,contextual_01,21049.66,779.3,59309.06,421.0,372.0
399,contextual_01,21049.66,779.3,59309.06,421.0,372.0
400,contextual_01,21049.66,779.3,59309.06,421.0,372.0
401,contextual_01,21049.66,779.3,59309.06,421.0,372.0
402,contextual_01,21049.66,779.3,59309.06,421.0,372.0
403,contextual_01,21049.66,779.3,59309.06,421.0,372.0
404,contextual_01,21049.66,779.3,59309.06,421.0,372.0
405,contextual_01,21049.66,779.3,59309.06,421.0,372.0
406,contextual_01,21049.66,779.3,59309.06,421.0,372.0
407,contextual_01,21049.66,779.3,59309.06,421.0,372.0
408,contextual_01,21049.66,779.3,59309.06,421.0,372.0
409,contextual_01,21049.66,779.3,59309.06,421.0,372.0
410,contextual_01,21049.66,779.3,59309.06,421.0,372.0
411,contextual_01,21049.66,779.3,59309.06,421.0,372.0
412,contextual_01,21049.66,779.3,59309.06,421.0,372.0
413,contextual_01,21049.66,779.3,59309.06,421.0,372.0
414,contextual_01,21049.66,779.3,59309.06,421.0,372.0
415,contextual_01,21049.66,779.3,59309.06,421.0,372.0
416,contextual_01,21049.66,779.3,59309.06,421.0,372.0
417,contextual_01,21049.66,779.3,59309.06,421.0,372.0
418,contextual_01,21049.66,779.3,59309.06,421.0,372.0
419,contextual_01,21049.66,779.3,59309.06,421.0,372.0
420,contextual_01,21049.66,779.3,59309.06,421.0,372.0
421,contextual_01,21049.66,779.3,59309.06,421.0,372.0
422,contextual_01,21049.66,779.3,59309.06,421.0,372.0
423,contextual_01,21049.66,779.3,59309.06,421.0,372.0
424,contextual_01,21049.66,779.3,59309.06,421.0,372.0
425,contextual_01,21049.66,779.3,59309.06,421.0,372.0
426,contextual_01,21049.66,779.3,59309.06,421.0,372.0
427,contextual_01,21049.66,779.3,59309.06,421.0,372.0
428,contextual_01,21049.66,779.3,59309.06,421.0,372.0
429,contextual_01,21049.66,779.3,59309.06,421.0,372.0
430,contextual_01,21049.66,779.3,59309.06,421.0,372.0
431,contextual_01,21049.66,779.3,59309.06,421.0,372.0
432,contextual_01,21049.66,779.3,59309.06,421.0,372.0
433,contextual_01,21049.66,779.3,59309.06,421.0,372.0
434,contextual_01,21049.66,779.3,59309.06,421.0,372.0
435,contextual_01,21049.66,779.3,59309.06,421.0,372.0
436,contextual_01,21049.66,779.3,59309.06,421.0,372.0
437,contextual_01,21049.66,779.3,59309.06,421.0,372.0
438,contextual_01,21049.66,779.3,59309.06,421.0,372.0
439,contextual_01,21049.66,779.3,59309.06,421.0,372.0
440,contextual_01,21049.66,779.3,59309.06,421.0,372.0
441,contextual_01,21049.66,779.3,59309.06,421.0,372.0
442,contextual_01,21049.66,779.3,59309.06,421.0,372.0
443,contextual_01,21049.66,779.3,59309.06,421.0,372.0
444,contextual_01,21049.66,779.3,59309.06,421.0,372.0
445,contextual_01,21049.66,779.3,59309.06,421.0,372.0
446,contextual_01,21049.66,779.3,59309.06,421.0,372.0
447,contextual_01,21049.66,779.3,59309.06,421.0,372.0
448,contextual_01,21049.66,779.3,59309.06,421.0,372.0
449,contextual_01,21049.66,779.3,59309.06,421.0,372.0
450,contextual_01,21049.66,779.3,59309.06,421.0,372.0
451,contextual_01,21049.66,779.3,59309.06,421.0,372.0
452,contextual_01,21049.66,779.3,59309.06,421.0,372.0
453,contextual_01,21049.66,779.3,59309.06,421.0,372.0
454,contextual_01,21049.66,779.3,59309.06,421.0,372.0
455,contextual_01,21049.66,779.3,59309.06,421.0,372.0
456,contextual_01,21049.66,779.3,59309.06,421.0,372.0
457,contextual_01,21049.66,779.3,59309.06,421.0,372.0
458,contextual_01,21049.66,779.3,59309.06,421.0,372.0
459,contextual_01,21049.66,779.3,59309.06,421.0,372.0
460,contextual_01,21049.66,779.3,59309.06,421.0,372.0
